run_id,sweep_key,sweep_value,feature_map,ansatz,ansatz_depth,optimizer,seed,n_samples,anomaly_ratio,label_noise,pr_auc,recall_anomaly,precision_anomaly,f1_anomaly,accuracy,tn,fp,fn,tp
feature_map_pauli_feature_map_seed_2,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.13153271410247247,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_4,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.07907428843313948,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_3,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.11779460331046167,0.0,0.0,0.0,0.9033333333333333,271,0,29,0
feature_map_pauli_feature_map_seed_1,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.19837268161681873,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_0,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.08049545464550134,0.0,0.0,0.0,0.9033333333333333,271,0,29,0
feature_map_z_feature_map_seed_2,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5643040831875948,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
feature_map_z_feature_map_seed_4,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.2289360469341984,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
feature_map_z_feature_map_seed_3,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4694831346572545,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
feature_map_z_feature_map_seed_1,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.3765681910201467,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
feature_map_z_feature_map_seed_0,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.25042729258083474,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
feature_map_zz_feature_map_seed_2,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.18357532387403944,0.21428571428571427,0.18181818181818182,0.19672131147540983,0.8366666666666667,245,27,22,6
feature_map_zz_feature_map_seed_4,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.1817948135171765,0.21428571428571427,0.12,0.15384615384615385,0.78,228,44,22,6
feature_map_zz_feature_map_seed_3,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.2129248280590016,0.3103448275862069,0.15789473684210525,0.20930232558139536,0.7733333333333333,223,48,20,9
feature_map_zz_feature_map_seed_1,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.11422781374698521,0.17857142857142858,0.10869565217391304,0.13513513513513514,0.7866666666666666,231,41,23,5
feature_map_zz_feature_map_seed_0,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.11715632541098012,0.13793103448275862,0.11764705882352941,0.12698412698412698,0.8166666666666667,241,30,25,4
ansatz_real_amplitudes_seed_2,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5661266520610937,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
ansatz_real_amplitudes_seed_4,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.2564895618171703,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
ansatz_real_amplitudes_seed_3,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4720374418898298,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
ansatz_real_amplitudes_seed_1,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.3824855822405778,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
ansatz_real_amplitudes_seed_0,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.2549757034377661,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
ansatz_two_local_seed_2,ansatz,two_local,z_feature_map,two_local,2,adam,2,1000,0.05,0.05,0.14020879825919214,0.07142857142857142,0.2857142857142857,0.11428571428571428,0.8966666666666666,267,5,26,2
ansatz_two_local_seed_4,ansatz,two_local,z_feature_map,two_local,2,adam,4,1000,0.05,0.05,0.14660799443825062,0.03571428571428571,0.25,0.0625,0.9,269,3,27,1
ansatz_two_local_seed_3,ansatz,two_local,z_feature_map,two_local,2,adam,3,1000,0.05,0.05,0.1800264826987976,0.10344827586206896,0.21428571428571427,0.13953488372093023,0.8766666666666667,260,11,26,3
ansatz_two_local_seed_1,ansatz,two_local,z_feature_map,two_local,2,adam,1,1000,0.05,0.05,0.24751541201754734,0.14285714285714285,0.4444444444444444,0.21621621621621623,0.9033333333333333,267,5,24,4
ansatz_two_local_seed_0,ansatz,two_local,z_feature_map,two_local,2,adam,0,1000,0.05,0.05,0.11827373808388611,0.06896551724137931,0.16666666666666666,0.0975609756097561,0.8766666666666667,261,10,27,2
optimizer_cobyla_seed_2,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,2,1000,0.05,0.05,0.5754489116150886,0.39285714285714285,1.0,0.5641025641025641,0.9433333333333334,272,0,17,11
optimizer_cobyla_seed_4,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,4,1000,0.05,0.05,0.29202306070805817,0.10714285714285714,0.75,0.1875,0.9133333333333333,271,1,25,3
optimizer_cobyla_seed_3,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,3,1000,0.05,0.05,0.48459223660446227,0.3448275862068966,1.0,0.5128205128205128,0.9366666666666666,271,0,19,10
optimizer_cobyla_seed_1,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,1,1000,0.05,0.05,0.4105339056742435,0.17857142857142858,0.8333333333333334,0.29411764705882354,0.92,271,1,23,5
optimizer_cobyla_seed_0,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,0,1000,0.05,0.05,0.2809753344674615,0.13793103448275862,1.0,0.24242424242424243,0.9166666666666666,271,0,25,4
optimizer_spsa_seed_2,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,2,1000,0.05,0.05,0.09531849689495757,0.03571428571428571,0.047619047619047616,0.04081632653061224,0.8433333333333334,252,20,27,1
optimizer_spsa_seed_4,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,4,1000,0.05,0.05,0.16770939773483726,0.10714285714285714,0.21428571428571427,0.14285714285714285,0.88,261,11,25,3
optimizer_spsa_seed_3,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,3,1000,0.05,0.05,0.4691058502855369,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
optimizer_spsa_seed_1,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,1,1000,0.05,0.05,0.07530578009731365,0.0,0.0,0.0,0.8233333333333334,247,25,28,0
optimizer_spsa_seed_0,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,0,1000,0.05,0.05,0.19175018324919002,0.06896551724137931,0.3333333333333333,0.11428571428571428,0.8966666666666666,267,4,27,2
optimizer_adam_seed_2,optimizer,adam,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5673758946298236,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
optimizer_adam_seed_4,optimizer,adam,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.24480292663718,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
optimizer_adam_seed_3,optimizer,adam,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4713603025405436,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
optimizer_adam_seed_1,optimizer,adam,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.375458966686512,0.17857142857142858,0.8333333333333334,0.29411764705882354,0.92,271,1,23,5
optimizer_adam_seed_0,optimizer,adam,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.2537633169070491,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
ansatz_depth_1_seed_2,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,2,1000,0.05,0.05,0.23505298012718667,0.39285714285714285,0.275,0.3235294117647059,0.8466666666666667,243,29,17,11
ansatz_depth_1_seed_4,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,4,1000,0.05,0.05,0.17327845032918093,0.10714285714285714,0.1875,0.13636363636363635,0.8733333333333333,259,13,25,3
ansatz_depth_1_seed_3,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,3,1000,0.05,0.05,0.1873453812391298,0.2413793103448276,0.16279069767441862,0.19444444444444445,0.8066666666666666,235,36,22,7
ansatz_depth_1_seed_1,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,1,1000,0.05,0.05,0.25380395244073395,0.21428571428571427,0.3157894736842105,0.2553191489361702,0.8833333333333333,259,13,22,6
ansatz_depth_1_seed_0,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,0,1000,0.05,0.05,0.20172456478568074,0.3103448275862069,0.2571428571428571,0.28125,0.8466666666666667,245,26,20,9
ansatz_depth_3_seed_2,ansatz_depth,3,z_feature_map,real_amplitudes,3,adam,2,1000,0.05,0.05,0.22016365388616493,0.14285714285714285,0.26666666666666666,0.18604651162790697,0.8833333333333333,261,11,24,4
ansatz_depth_3_seed_4,ansatz_depth,3,z_feature_map,real_amplitudes,3,adam,4,1000,0.05,0.05,0.2898594527083771,0.07142857142857142,1.0,0.13333333333333333,0.9133333333333333,272,0,26,2
ansatz_depth_3_seed_3,ansatz_depth,3,z_feature_map,real_amplitudes,3,adam,3,1000,0.05,0.05,0.4224438293477251,0.1724137931034483,1.0,0.29411764705882354,0.92,271,0,24,5
ansatz_depth_3_seed_1,ansatz_depth,3,z_feature_map,real_amplitudes,3,adam,1,1000,0.05,0.05,0.355380815656602,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
ansatz_depth_3_seed_0,ansatz_depth,3,z_feature_map,real_amplitudes,3,adam,0,1000,0.05,0.05,0.26807582338330277,0.13793103448275862,1.0,0.24242424242424243,0.9166666666666666,271,0,25,4
ansatz_depth_2_seed_2,ansatz_depth,2,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5627340782894305,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
ansatz_depth_2_seed_4,ansatz_depth,2,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.2290229220570777,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
ansatz_depth_2_seed_3,ansatz_depth,2,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.47193637671420235,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
ansatz_depth_2_seed_1,ansatz_depth,2,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.377939730491584,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
ansatz_depth_2_seed_0,ansatz_depth,2,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.2532297456255315,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
feature_map_pauli_feature_map_seed_2,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.13153271410247247,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_4,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.07907428843313948,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_3,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.11779460331046167,0.0,0.0,0.0,0.9033333333333333,271,0,29,0
feature_map_pauli_feature_map_seed_1,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.19837268161681873,0.0,0.0,0.0,0.9066666666666666,272,0,28,0
feature_map_pauli_feature_map_seed_0,feature_map,pauli_feature_map,pauli_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.08049545464550134,0.0,0.0,0.0,0.9033333333333333,271,0,29,0
feature_map_z_feature_map_seed_2,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5643040831875948,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
feature_map_z_feature_map_seed_4,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.2289360469341984,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
feature_map_z_feature_map_seed_3,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4694831346572545,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
feature_map_z_feature_map_seed_1,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.3765681910201467,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
feature_map_z_feature_map_seed_0,feature_map,z_feature_map,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.25042729258083474,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
feature_map_zz_feature_map_seed_2,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.18357532387403944,0.21428571428571427,0.18181818181818182,0.19672131147540983,0.8366666666666667,245,27,22,6
feature_map_zz_feature_map_seed_4,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.1817948135171765,0.21428571428571427,0.12,0.15384615384615385,0.78,228,44,22,6
feature_map_zz_feature_map_seed_3,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.2129248280590016,0.3103448275862069,0.15789473684210525,0.20930232558139536,0.7733333333333333,223,48,20,9
feature_map_zz_feature_map_seed_1,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.11422781374698521,0.17857142857142858,0.10869565217391304,0.13513513513513514,0.7866666666666666,231,41,23,5
feature_map_zz_feature_map_seed_0,feature_map,zz_feature_map,zz_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.11715632541098012,0.13793103448275862,0.11764705882352941,0.12698412698412698,0.8166666666666667,241,30,25,4
ansatz_real_amplitudes_seed_2,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5661266520610937,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
ansatz_real_amplitudes_seed_4,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.2564895618171703,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
ansatz_real_amplitudes_seed_3,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4720374418898298,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
ansatz_real_amplitudes_seed_1,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.3824855822405778,0.21428571428571427,0.8571428571428571,0.34285714285714286,0.9233333333333333,271,1,22,6
ansatz_real_amplitudes_seed_0,ansatz,real_amplitudes,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.2549757034377661,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
ansatz_two_local_seed_2,ansatz,two_local,z_feature_map,two_local,2,adam,2,1000,0.05,0.05,0.14020879825919214,0.07142857142857142,0.2857142857142857,0.11428571428571428,0.8966666666666666,267,5,26,2
ansatz_two_local_seed_4,ansatz,two_local,z_feature_map,two_local,2,adam,4,1000,0.05,0.05,0.14660799443825062,0.03571428571428571,0.25,0.0625,0.9,269,3,27,1
ansatz_two_local_seed_3,ansatz,two_local,z_feature_map,two_local,2,adam,3,1000,0.05,0.05,0.1800264826987976,0.10344827586206896,0.21428571428571427,0.13953488372093023,0.8766666666666667,260,11,26,3
ansatz_two_local_seed_1,ansatz,two_local,z_feature_map,two_local,2,adam,1,1000,0.05,0.05,0.24751541201754734,0.14285714285714285,0.4444444444444444,0.21621621621621623,0.9033333333333333,267,5,24,4
ansatz_two_local_seed_0,ansatz,two_local,z_feature_map,two_local,2,adam,0,1000,0.05,0.05,0.11827373808388611,0.06896551724137931,0.16666666666666666,0.0975609756097561,0.8766666666666667,261,10,27,2
optimizer_cobyla_seed_2,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,2,1000,0.05,0.05,0.5754489116150886,0.39285714285714285,1.0,0.5641025641025641,0.9433333333333334,272,0,17,11
optimizer_cobyla_seed_4,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,4,1000,0.05,0.05,0.29202306070805817,0.10714285714285714,0.75,0.1875,0.9133333333333333,271,1,25,3
optimizer_cobyla_seed_3,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,3,1000,0.05,0.05,0.48459223660446227,0.3448275862068966,1.0,0.5128205128205128,0.9366666666666666,271,0,19,10
optimizer_cobyla_seed_1,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,1,1000,0.05,0.05,0.4105339056742435,0.17857142857142858,0.8333333333333334,0.29411764705882354,0.92,271,1,23,5
optimizer_cobyla_seed_0,optimizer,cobyla,z_feature_map,real_amplitudes,2,cobyla,0,1000,0.05,0.05,0.2809753344674615,0.13793103448275862,1.0,0.24242424242424243,0.9166666666666666,271,0,25,4
optimizer_spsa_seed_2,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,2,1000,0.05,0.05,0.09531849689495757,0.03571428571428571,0.047619047619047616,0.04081632653061224,0.8433333333333334,252,20,27,1
optimizer_spsa_seed_4,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,4,1000,0.05,0.05,0.16770939773483726,0.10714285714285714,0.21428571428571427,0.14285714285714285,0.88,261,11,25,3
optimizer_spsa_seed_3,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,3,1000,0.05,0.05,0.4691058502855369,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
optimizer_spsa_seed_1,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,1,1000,0.05,0.05,0.07530578009731365,0.0,0.0,0.0,0.8233333333333334,247,25,28,0
optimizer_spsa_seed_0,optimizer,spsa,z_feature_map,real_amplitudes,2,spsa,0,1000,0.05,0.05,0.19175018324919002,0.06896551724137931,0.3333333333333333,0.11428571428571428,0.8966666666666666,267,4,27,2
optimizer_adam_seed_2,optimizer,adam,z_feature_map,real_amplitudes,2,adam,2,1000,0.05,0.05,0.5673758946298236,0.39285714285714285,0.9166666666666666,0.55,0.94,271,1,17,11
optimizer_adam_seed_4,optimizer,adam,z_feature_map,real_amplitudes,2,adam,4,1000,0.05,0.05,0.24480292663718,0.14285714285714285,0.5714285714285714,0.22857142857142856,0.91,269,3,24,4
optimizer_adam_seed_3,optimizer,adam,z_feature_map,real_amplitudes,2,adam,3,1000,0.05,0.05,0.4713603025405436,0.3103448275862069,1.0,0.47368421052631576,0.9333333333333333,271,0,20,9
optimizer_adam_seed_1,optimizer,adam,z_feature_map,real_amplitudes,2,adam,1,1000,0.05,0.05,0.375458966686512,0.17857142857142858,0.8333333333333334,0.29411764705882354,0.92,271,1,23,5
optimizer_adam_seed_0,optimizer,adam,z_feature_map,real_amplitudes,2,adam,0,1000,0.05,0.05,0.2537633169070491,0.13793103448275862,0.8,0.23529411764705882,0.9133333333333333,270,1,25,4
ansatz_depth_1_seed_2,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,2,1000,0.05,0.05,0.23505298012718667,0.39285714285714285,0.275,0.3235294117647059,0.8466666666666667,243,29,17,11
ansatz_depth_1_seed_4,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,4,1000,0.05,0.05,0.17327845032918093,0.10714285714285714,0.1875,0.13636363636363635,0.8733333333333333,259,13,25,3
ansatz_depth_1_seed_3,ansatz_depth,1,z_feature_map,real_amplitudes,1,adam,3,1000,0.05,0.05,0.1873453812391298,0.2413793103448276,0.16279069767441862,0.19444444444444445,0.8066666666666666,235,36,22,7
