run_id,sweep_key,sweep_value,model_name,seed,n_samples,anomaly_ratio,label_noise,pr_auc,recall_anomaly,precision_anomaly,f1_anomaly,accuracy,tn,fp,fn,tp
anomaly_ratio_0.01_seed_1_vqc_2,anomaly_ratio,0.01,vqc_2,1,1000,0.01,0.05,0.012499920954615301,0.0,0.0,0.0,0.99,297,0,3,0
anomaly_ratio_0.01_seed_1_random_forest,anomaly_ratio,0.01,random_forest,1,1000,0.01,0.05,1.0,1.0,1.0,1.0,1.0,297,0,0,3
anomaly_ratio_0.01_seed_1_svm,anomaly_ratio,0.01,svm,1,1000,0.01,0.05,1.0,1.0,1.0,1.0,1.0,297,0,0,3
anomaly_ratio_0.01_seed_1_vqc_1,anomaly_ratio,0.01,vqc_1,1,1000,0.01,0.05,0.11496768813841984,0.6666666666666666,0.043478260869565216,0.08163265306122448,0.85,253,44,1,2
anomaly_ratio_0.01_seed_0_vqc_4,anomaly_ratio,0.01,vqc_4,0,1000,0.01,0.05,0.012685506130994444,0.0,0.0,0.0,0.8233333333333334,247,50,3,0
anomaly_ratio_0.01_seed_0_vqc_3,anomaly_ratio,0.01,vqc_3,0,1000,0.01,0.05,0.18547008547008545,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.9766666666666667,292,5,2,1
anomaly_ratio_0.01_seed_0_vqc_2,anomaly_ratio,0.01,vqc_2,0,1000,0.01,0.05,0.04788359788359788,0.0,0.0,0.0,0.99,297,0,3,0
anomaly_ratio_0.01_seed_0_random_forest,anomaly_ratio,0.01,random_forest,0,1000,0.01,0.05,1.0,1.0,1.0,1.0,1.0,297,0,0,3
anomaly_ratio_0.01_seed_0_svm,anomaly_ratio,0.01,svm,0,1000,0.01,0.05,1.0,1.0,1.0,1.0,1.0,297,0,0,3
anomaly_ratio_0.01_seed_0_vqc_1,anomaly_ratio,0.01,vqc_1,0,1000,0.01,0.05,0.010512477355871817,0.0,0.0,0.0,0.8466666666666667,254,43,3,0
anomaly_ratio_0.02_seed_2_vqc_4,anomaly_ratio,0.02,vqc_4,2,1000,0.02,0.05,0.04056318135265504,0.16666666666666666,0.02702702702702703,0.046511627906976744,0.8633333333333333,258,36,5,1
anomaly_ratio_0.02_seed_2_vqc_3,anomaly_ratio,0.02,vqc_3,2,1000,0.02,0.05,0.9333333333333333,0.5,1.0,0.6666666666666666,0.99,294,0,3,3
anomaly_ratio_0.02_seed_2_vqc_2,anomaly_ratio,0.02,vqc_2,2,1000,0.02,0.05,0.10409163907148401,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_2_random_forest,anomaly_ratio,0.02,random_forest,2,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_2_svm,anomaly_ratio,0.02,svm,2,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_2_vqc_1,anomaly_ratio,0.02,vqc_1,2,1000,0.02,0.05,0.29919018889607124,0.5,0.17647058823529413,0.2608695652173913,0.9433333333333334,280,14,3,3
anomaly_ratio_0.02_seed_4_vqc_4,anomaly_ratio,0.02,vqc_4,4,1000,0.02,0.05,0.10530285475115235,0.5,0.07317073170731707,0.1276595744680851,0.8633333333333333,256,38,3,3
anomaly_ratio_0.02_seed_4_vqc_3,anomaly_ratio,0.02,vqc_3,4,1000,0.02,0.05,0.3411437338104062,0.16666666666666666,0.5,0.25,0.98,293,1,5,1
anomaly_ratio_0.02_seed_4_vqc_2,anomaly_ratio,0.02,vqc_2,4,1000,0.02,0.05,0.19436557657112252,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_4_random_forest,anomaly_ratio,0.02,random_forest,4,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_4_svm,anomaly_ratio,0.02,svm,4,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_4_vqc_1,anomaly_ratio,0.02,vqc_1,4,1000,0.02,0.05,0.13245639584025967,0.5,0.07894736842105263,0.13636363636363635,0.8733333333333333,259,35,3,3
anomaly_ratio_0.02_seed_3_vqc_4,anomaly_ratio,0.02,vqc_4,3,1000,0.02,0.05,0.09893762255055923,0.16666666666666666,0.02702702702702703,0.046511627906976744,0.8633333333333333,258,36,5,1
anomaly_ratio_0.02_seed_3_vqc_3,anomaly_ratio,0.02,vqc_3,3,1000,0.02,0.05,0.5408312697804654,0.3333333333333333,1.0,0.5,0.9866666666666667,294,0,4,2
anomaly_ratio_0.02_seed_3_vqc_2,anomaly_ratio,0.02,vqc_2,3,1000,0.02,0.05,0.020716175712598664,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_3_random_forest,anomaly_ratio,0.02,random_forest,3,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_3_svm,anomaly_ratio,0.02,svm,3,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_3_vqc_1,anomaly_ratio,0.02,vqc_1,3,1000,0.02,0.05,0.021660804752592192,0.0,0.0,0.0,0.92,276,18,6,0
anomaly_ratio_0.02_seed_1_vqc_4,anomaly_ratio,0.02,vqc_4,1,1000,0.02,0.05,0.017040777646187784,0.0,0.0,0.0,0.8866666666666667,266,28,6,0
anomaly_ratio_0.02_seed_1_vqc_3,anomaly_ratio,0.02,vqc_3,1,1000,0.02,0.05,0.570789627039627,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_1_vqc_2,anomaly_ratio,0.02,vqc_2,1,1000,0.02,0.05,0.0704821376936863,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_1_random_forest,anomaly_ratio,0.02,random_forest,1,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_1_svm,anomaly_ratio,0.02,svm,1,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_1_vqc_1,anomaly_ratio,0.02,vqc_1,1,1000,0.02,0.05,0.08113471457295218,0.5,0.09090909090909091,0.15384615384615385,0.89,264,30,3,3
anomaly_ratio_0.02_seed_0_vqc_4,anomaly_ratio,0.02,vqc_4,0,1000,0.02,0.05,0.11324426074689825,0.16666666666666666,0.029411764705882353,0.05,0.8733333333333333,261,33,5,1
anomaly_ratio_0.02_seed_0_vqc_3,anomaly_ratio,0.02,vqc_3,0,1000,0.02,0.05,0.8198412698412698,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.99,292,2,1,5
anomaly_ratio_0.02_seed_0_vqc_2,anomaly_ratio,0.02,vqc_2,0,1000,0.02,0.05,0.05788080411842556,0.0,0.0,0.0,0.98,294,0,6,0
anomaly_ratio_0.02_seed_0_random_forest,anomaly_ratio,0.02,random_forest,0,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_0_svm,anomaly_ratio,0.02,svm,0,1000,0.02,0.05,1.0,1.0,1.0,1.0,1.0,294,0,0,6
anomaly_ratio_0.02_seed_0_vqc_1,anomaly_ratio,0.02,vqc_1,0,1000,0.02,0.05,0.1757221299372462,0.3333333333333333,0.08695652173913043,0.13793103448275862,0.9166666666666666,273,21,4,2
anomaly_ratio_0.05_seed_2_vqc_4,anomaly_ratio,0.05,vqc_4,2,1000,0.05,0.05,0.08132666284092904,0.2,0.1,0.13333333333333333,0.87,258,27,12,3
anomaly_ratio_0.05_seed_2_vqc_3,anomaly_ratio,0.05,vqc_3,2,1000,0.05,0.05,0.9690476190476189,0.6666666666666666,1.0,0.8,0.9833333333333333,285,0,5,10
anomaly_ratio_0.05_seed_2_vqc_2,anomaly_ratio,0.05,vqc_2,2,1000,0.05,0.05,0.3323196478239982,0.0,0.0,0.0,0.95,285,0,15,0
anomaly_ratio_0.05_seed_2_random_forest,anomaly_ratio,0.05,random_forest,2,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_2_svm,anomaly_ratio,0.05,svm,2,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_2_vqc_1,anomaly_ratio,0.05,vqc_1,2,1000,0.05,0.05,0.29843434887160325,0.13333333333333333,0.2857142857142857,0.18181818181818182,0.94,280,5,13,2
anomaly_ratio_0.05_seed_4_vqc_4,anomaly_ratio,0.05,vqc_4,4,1000,0.05,0.05,0.17306786963784834,0.2,0.13636363636363635,0.16216216216216217,0.8966666666666666,266,19,12,3
anomaly_ratio_0.05_seed_4_vqc_3,anomaly_ratio,0.05,vqc_3,4,1000,0.05,0.05,0.8708736234219715,0.8,1.0,0.8888888888888888,0.99,285,0,3,12
anomaly_ratio_0.05_seed_4_vqc_2,anomaly_ratio,0.05,vqc_2,4,1000,0.05,0.05,0.15401029335303254,0.0,0.0,0.0,0.95,285,0,15,0
anomaly_ratio_0.05_seed_4_random_forest,anomaly_ratio,0.05,random_forest,4,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_4_svm,anomaly_ratio,0.05,svm,4,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_4_vqc_1,anomaly_ratio,0.05,vqc_1,4,1000,0.05,0.05,0.43480455041735155,0.5333333333333333,0.42105263157894735,0.47058823529411764,0.94,274,11,7,8
anomaly_ratio_0.05_seed_3_vqc_4,anomaly_ratio,0.05,vqc_4,3,1000,0.05,0.05,0.10850574325299883,0.13333333333333333,0.09090909090909091,0.10810810810810811,0.89,265,20,13,2
anomaly_ratio_0.05_seed_3_vqc_3,anomaly_ratio,0.05,vqc_3,3,1000,0.05,0.05,0.6361151693327294,0.26666666666666666,1.0,0.42105263157894735,0.9633333333333334,285,0,11,4
anomaly_ratio_0.05_seed_3_vqc_2,anomaly_ratio,0.05,vqc_2,3,1000,0.05,0.05,0.26699163007227567,0.0,0.0,0.0,0.95,285,0,15,0
anomaly_ratio_0.05_seed_3_random_forest,anomaly_ratio,0.05,random_forest,3,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_3_svm,anomaly_ratio,0.05,svm,3,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_3_vqc_1,anomaly_ratio,0.05,vqc_1,3,1000,0.05,0.05,0.31711885040630966,0.26666666666666666,0.4,0.32,0.9433333333333334,279,6,11,4
anomaly_ratio_0.05_seed_1_vqc_4,anomaly_ratio,0.05,vqc_4,1,1000,0.05,0.05,0.1832503388614469,0.3333333333333333,0.15151515151515152,0.20833333333333334,0.8733333333333333,257,28,10,5
anomaly_ratio_0.05_seed_1_vqc_3,anomaly_ratio,0.05,vqc_3,1,1000,0.05,0.05,0.8377911922592773,0.3333333333333333,1.0,0.5,0.9666666666666667,285,0,10,5
anomaly_ratio_0.05_seed_1_vqc_2,anomaly_ratio,0.05,vqc_2,1,1000,0.05,0.05,0.19670621496943486,0.0,0.0,0.0,0.95,285,0,15,0
anomaly_ratio_0.05_seed_1_random_forest,anomaly_ratio,0.05,random_forest,1,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_1_svm,anomaly_ratio,0.05,svm,1,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_1_vqc_1,anomaly_ratio,0.05,vqc_1,1,1000,0.05,0.05,0.586579401065081,0.5333333333333333,0.5,0.5161290322580645,0.95,277,8,7,8
anomaly_ratio_0.05_seed_0_vqc_4,anomaly_ratio,0.05,vqc_4,0,1000,0.05,0.05,0.07132106310395782,0.13333333333333333,0.07692307692307693,0.0975609756097561,0.8766666666666667,261,24,13,2
anomaly_ratio_0.05_seed_0_vqc_3,anomaly_ratio,0.05,vqc_3,0,1000,0.05,0.05,0.8094062316284538,0.3333333333333333,1.0,0.5,0.9666666666666667,285,0,10,5
anomaly_ratio_0.05_seed_0_vqc_2,anomaly_ratio,0.05,vqc_2,0,1000,0.05,0.05,0.05336911396115768,0.0,0.0,0.0,0.95,285,0,15,0
anomaly_ratio_0.05_seed_0_random_forest,anomaly_ratio,0.05,random_forest,0,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_0_svm,anomaly_ratio,0.05,svm,0,1000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,285,0,0,15
anomaly_ratio_0.05_seed_0_vqc_1,anomaly_ratio,0.05,vqc_1,0,1000,0.05,0.05,0.44144273128676637,0.3333333333333333,0.38461538461538464,0.35714285714285715,0.94,277,8,10,5
anomaly_ratio_0.1_seed_2_vqc_4,anomaly_ratio,0.1,vqc_4,2,1000,0.1,0.05,0.24726774876519822,0.2,0.3,0.24,0.8733333333333333,256,14,24,6
anomaly_ratio_0.1_seed_2_vqc_3,anomaly_ratio,0.1,vqc_3,2,1000,0.1,0.05,0.8678583463834956,0.6333333333333333,1.0,0.7755102040816326,0.9633333333333334,270,0,11,19
anomaly_ratio_0.1_seed_2_vqc_2,anomaly_ratio,0.1,vqc_2,2,1000,0.1,0.05,0.4846662434140732,0.0,0.0,0.0,0.9,270,0,30,0
anomaly_ratio_0.1_seed_2_random_forest,anomaly_ratio,0.1,random_forest,2,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_2_svm,anomaly_ratio,0.1,svm,2,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_2_vqc_1,anomaly_ratio,0.1,vqc_1,2,1000,0.1,0.05,0.6591012954723424,0.5,0.7142857142857143,0.5882352941176471,0.93,264,6,15,15
anomaly_ratio_0.1_seed_4_vqc_4,anomaly_ratio,0.1,vqc_4,4,1000,0.1,0.05,0.2600428191682973,0.16666666666666666,0.38461538461538464,0.23255813953488372,0.89,262,8,25,5
anomaly_ratio_0.1_seed_4_vqc_3,anomaly_ratio,0.1,vqc_3,4,1000,0.1,0.05,0.8871349328399688,0.6666666666666666,1.0,0.8,0.9666666666666667,270,0,10,20
anomaly_ratio_0.1_seed_4_vqc_2,anomaly_ratio,0.1,vqc_2,4,1000,0.1,0.05,0.695611918438662,0.0,0.0,0.0,0.9,270,0,30,0
anomaly_ratio_0.1_seed_4_random_forest,anomaly_ratio,0.1,random_forest,4,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_4_svm,anomaly_ratio,0.1,svm,4,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_4_vqc_1,anomaly_ratio,0.1,vqc_1,4,1000,0.1,0.05,0.6488676989068656,0.43333333333333335,0.7647058823529411,0.5531914893617021,0.93,266,4,17,13
anomaly_ratio_0.1_seed_3_vqc_4,anomaly_ratio,0.1,vqc_4,3,1000,0.1,0.05,0.33164083406117045,0.3,0.375,0.3333333333333333,0.88,255,15,21,9
anomaly_ratio_0.1_seed_3_vqc_3,anomaly_ratio,0.1,vqc_3,3,1000,0.1,0.05,0.7857368564238704,0.4,1.0,0.5714285714285714,0.94,270,0,18,12
anomaly_ratio_0.1_seed_3_vqc_2,anomaly_ratio,0.1,vqc_2,3,1000,0.1,0.05,0.5935167642025689,0.0,0.0,0.0,0.9,270,0,30,0
anomaly_ratio_0.1_seed_3_random_forest,anomaly_ratio,0.1,random_forest,3,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_3_svm,anomaly_ratio,0.1,svm,3,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_3_vqc_1,anomaly_ratio,0.1,vqc_1,3,1000,0.1,0.05,0.7673232480000227,0.6333333333333333,0.76,0.6909090909090909,0.9433333333333334,264,6,11,19
anomaly_ratio_0.1_seed_1_vqc_4,anomaly_ratio,0.1,vqc_4,1,1000,0.1,0.05,0.36080675108637383,0.3,0.4090909090909091,0.34615384615384615,0.8866666666666667,257,13,21,9
anomaly_ratio_0.1_seed_1_vqc_3,anomaly_ratio,0.1,vqc_3,1,1000,0.1,0.05,0.92198886281037,0.23333333333333334,1.0,0.3783783783783784,0.9233333333333333,270,0,23,7
anomaly_ratio_0.1_seed_1_vqc_2,anomaly_ratio,0.1,vqc_2,1,1000,0.1,0.05,0.5089861300033452,0.0,0.0,0.0,0.9,270,0,30,0
anomaly_ratio_0.1_seed_1_random_forest,anomaly_ratio,0.1,random_forest,1,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_1_svm,anomaly_ratio,0.1,svm,1,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_1_vqc_1,anomaly_ratio,0.1,vqc_1,1,1000,0.1,0.05,0.6181175219428422,0.43333333333333335,0.7222222222222222,0.5416666666666666,0.9266666666666666,265,5,17,13
anomaly_ratio_0.1_seed_0_vqc_4,anomaly_ratio,0.1,vqc_4,0,1000,0.1,0.05,0.2912870027158122,0.23333333333333334,0.28,0.2545454545454545,0.8633333333333333,252,18,23,7
anomaly_ratio_0.1_seed_0_vqc_3,anomaly_ratio,0.1,vqc_3,0,1000,0.1,0.05,0.912843710287529,0.5,1.0,0.6666666666666666,0.95,270,0,15,15
anomaly_ratio_0.1_seed_0_vqc_2,anomaly_ratio,0.1,vqc_2,0,1000,0.1,0.05,0.4741802091523592,0.0,0.0,0.0,0.9,270,0,30,0
anomaly_ratio_0.1_seed_0_random_forest,anomaly_ratio,0.1,random_forest,0,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_0_svm,anomaly_ratio,0.1,svm,0,1000,0.1,0.05,1.0,1.0,1.0,1.0,1.0,270,0,0,30
anomaly_ratio_0.1_seed_0_vqc_1,anomaly_ratio,0.1,vqc_1,0,1000,0.1,0.05,0.6015270404638028,0.36666666666666664,0.6875,0.4782608695652174,0.92,265,5,19,11
n_samples_300_seed_2_vqc_4,n_samples,300,vqc_4,2,300,0.05,0.05,0.22266548463356972,0.5,0.18181818181818182,0.26666666666666666,0.8777777777777778,77,9,2,2
n_samples_300_seed_2_vqc_3,n_samples,300,vqc_3,2,300,0.05,0.05,1.0,0.75,1.0,0.8571428571428571,0.9888888888888889,86,0,1,3
n_samples_300_seed_2_vqc_2,n_samples,300,vqc_2,2,300,0.05,0.05,0.09995330981531439,0.0,0.0,0.0,0.9555555555555556,86,0,4,0
n_samples_300_seed_2_random_forest,n_samples,300,random_forest,2,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_2_svm,n_samples,300,svm,2,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_2_vqc_1,n_samples,300,vqc_1,2,300,0.05,0.05,0.6361111111111111,0.0,0.0,0.0,0.9444444444444444,85,1,4,0
n_samples_300_seed_4_vqc_4,n_samples,300,vqc_4,4,300,0.05,0.05,0.09336935459275707,0.25,0.16666666666666666,0.2,0.9111111111111111,81,5,3,1
n_samples_300_seed_4_vqc_3,n_samples,300,vqc_3,4,300,0.05,0.05,1.0,0.75,1.0,0.8571428571428571,0.9888888888888889,86,0,1,3
n_samples_300_seed_4_vqc_2,n_samples,300,vqc_2,4,300,0.05,0.05,0.3410143097643098,0.0,0.0,0.0,0.9555555555555556,86,0,4,0
n_samples_300_seed_4_random_forest,n_samples,300,random_forest,4,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_4_svm,n_samples,300,svm,4,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_4_vqc_1,n_samples,300,vqc_1,4,300,0.05,0.05,0.6810897435897436,0.5,0.6666666666666666,0.5714285714285714,0.9666666666666667,85,1,2,2
n_samples_300_seed_3_vqc_4,n_samples,300,vqc_4,3,300,0.05,0.05,0.46763460375075616,0.5,0.3333333333333333,0.4,0.9333333333333333,82,4,2,2
n_samples_300_seed_3_vqc_3,n_samples,300,vqc_3,3,300,0.05,0.05,1.0,0.5,1.0,0.6666666666666666,0.9777777777777777,86,0,2,2
n_samples_300_seed_3_vqc_2,n_samples,300,vqc_2,3,300,0.05,0.05,0.31082995951417003,0.0,0.0,0.0,0.9555555555555556,86,0,4,0
n_samples_300_seed_3_random_forest,n_samples,300,random_forest,3,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_3_svm,n_samples,300,svm,3,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_3_vqc_1,n_samples,300,vqc_1,3,300,0.05,0.05,0.5416666666666666,0.5,0.6666666666666666,0.5714285714285714,0.9666666666666667,85,1,2,2
n_samples_300_seed_1_vqc_4,n_samples,300,vqc_4,1,300,0.05,0.05,0.12161116607596839,0.2,0.14285714285714285,0.16666666666666666,0.8888888888888888,79,6,4,1
n_samples_300_seed_1_vqc_3,n_samples,300,vqc_3,1,300,0.05,0.05,0.5907310081223125,0.2,1.0,0.3333333333333333,0.9555555555555556,85,0,4,1
n_samples_300_seed_1_vqc_2,n_samples,300,vqc_2,1,300,0.05,0.05,0.5114245698279312,0.0,0.0,0.0,0.9444444444444444,85,0,5,0
n_samples_300_seed_1_random_forest,n_samples,300,random_forest,1,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,85,0,0,5
n_samples_300_seed_1_svm,n_samples,300,svm,1,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,85,0,0,5
n_samples_300_seed_1_vqc_1,n_samples,300,vqc_1,1,300,0.05,0.05,0.6251322751322752,0.6,0.6,0.6,0.9555555555555556,83,2,2,3
n_samples_300_seed_0_vqc_4,n_samples,300,vqc_4,0,300,0.05,0.05,0.08686647173489279,0.25,0.1111111111111111,0.15384615384615385,0.8777777777777778,78,8,3,1
n_samples_300_seed_0_vqc_3,n_samples,300,vqc_3,0,300,0.05,0.05,0.8088235294117647,0.5,1.0,0.6666666666666666,0.9777777777777777,86,0,2,2
n_samples_300_seed_0_vqc_2,n_samples,300,vqc_2,0,300,0.05,0.05,0.33095238095238094,0.0,0.0,0.0,0.9555555555555556,86,0,4,0
n_samples_300_seed_0_random_forest,n_samples,300,random_forest,0,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_0_svm,n_samples,300,svm,0,300,0.05,0.05,1.0,1.0,1.0,1.0,1.0,86,0,0,4
n_samples_300_seed_0_vqc_1,n_samples,300,vqc_1,0,300,0.05,0.05,0.85,0.75,0.375,0.5,0.9333333333333333,81,5,1,3
n_samples_10000_seed_2_vqc_4,n_samples,10000,vqc_4,2,10000,0.05,0.05,0.12584588110250555,0.17333333333333334,0.11504424778761062,0.13829787234042554,0.892,2650,200,124,26
n_samples_10000_seed_2_vqc_3,n_samples,10000,vqc_3,2,10000,0.05,0.05,0.7003629112852854,0.44,1.0,0.6111111111111112,0.972,2850,0,84,66
n_samples_10000_seed_2_vqc_2,n_samples,10000,vqc_2,2,10000,0.05,0.05,0.16182731602265582,0.0,0.0,0.0,0.95,2850,0,150,0
n_samples_10000_seed_2_random_forest,n_samples,10000,random_forest,2,10000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,2850,0,0,150
n_samples_10000_seed_2_svm,n_samples,10000,svm,2,10000,0.05,0.05,1.0,1.0,1.0,1.0,1.0,2850,0,0,150
